L	opf	cc	jcc
0.354	0.011294	0.0175514	0.0120966
0.355	0.0113041	0.0175496	0.0120981
0.356	0.0112678	0.0175117	0.012054
0.357	0.0112382	0.0174805	0.0120195
0.358	0.0112308	0.0174781	0.0120066
0.359	0.0112602	0.0174921	0.0120226
0.36	0.0112288	0.0174561	0.0119885
0.361	0.0112327	0.0174583	0.0119822
0.362	0.0112184	0.0174425	0.0119604
0.363	0.0112005	0.017412	0.0119332
0.364	0.0111706	0.0173877	0.0119018
0.365	0.0111723	0.0173858	0.0118927
0.366	0.0111679	0.0173735	0.0118812
0.367	0.0111351	0.0173381	0.0118477
0.368	0.0111516	0.0173468	0.0118497
0.369	0.0111109	0.0173123	0.0118085
0.37	0.0111088	0.0172997	0.0117961
0.371	0.0110916	0.017281	0.0117727
0.372	0.0110853	0.0172721	0.01176
0.373	0.0110802	0.0172579	0.0117478
0.374	0.0110602	0.0172369	0.0117191
0.375	0.01105	0.0172282	0.0117013
0.376	0.0110404	0.0172073	0.011684
0.377	0.0110404	0.017201	0.0116713
0.378	0.011013	0.0171827	0.0116488
0.379	0.0110063	0.0171682	0.0116296
0.38	0.0109899	0.017149	0.0116115
0.381	0.0109645	0.0171257	0.0115793
0.382	0.0109403	0.0171004	0.011549
0.383	0.0109353	0.0170881	0.0115355
0.384	0.0109408	0.0170805	0.0115284
0.385	0.0109426	0.0170845	0.0115267
0.386	0.0109017	0.0170464	0.0114821
0.387	0.0109009	0.0170417	0.0114702
0.388	0.0109001	0.0170309	0.0114566
0.389	0.0109032	0.017024	0.0114517
0.39	0.0108567	0.0169829	0.0114066
0.391	0.0108537	0.016975	0.0113904
0.392	0.0108408	0.0169605	0.0113771
0.393	0.0108598	0.0169695	0.0113797
0.394	0.0108262	0.0169363	0.0113465
0.395	0.0107923	0.0169018	0.0113051
0.396	0.0107972	0.0168954	0.0113027
0.397	0.0107896	0.016889	0.0112895
0.398	0.0107778	0.0168743	0.0112665
0.399	0.0107759	0.0168657	0.011257
0.4	0.010755	0.0168389	0.0112298
0.401	0.0107447	0.0168327	0.0112102
0.402	0.0107587	0.0168382	0.0112155
0.403	0.0107186	0.0168011	0.0111747
0.404	0.0107194	0.0167939	0.0111641
0.405	0.010705	0.0167753	0.011142
0.406	0.0106714	0.0167374	0.0111043
0.407	0.01068	0.0167366	0.0111002
0.408	0.0106689	0.0167247	0.0110831
0.409	0.0106502	0.0167046	0.0110599
0.41	0.0106442	0.0166951	0.0110482
0.411	0.0106115	0.0166661	0.011009
0.412	0.0106031	0.016653	0.0109985
0.413	0.0106238	0.0166556	0.0109988
0.414	0.0106	0.0166373	0.0109746
0.415	0.0105789	0.0166154	0.0109451
0.416	0.0105787	0.0166088	0.0109351
0.417	0.0105607	0.0165893	0.0109122
0.418	0.0105601	0.0165794	0.0109018
0.419	0.0105451	0.0165654	0.0108837
0.42	0.0105276	0.0165482	0.0108558
0.421	0.0105094	0.0165186	0.0108355
0.422	0.0105119	0.0165216	0.0108283
0.423	0.0104928	0.0164994	0.0108002
0.424	0.0104858	0.0164913	0.0107834
0.425	0.0104609	0.0164613	0.01076
0.426	0.0104535	0.0164464	0.0107389
0.427	0.0104384	0.0164266	0.0107209
0.428	0.0104506	0.0164304	0.0107186
0.429	0.0104223	0.0164117	0.0106897
0.43	0.0104086	0.0163858	0.0106624
0.431	0.0104242	0.0163984	0.0106707
0.432	0.0103678	0.0163508	0.010613
0.433	0.010387	0.0163614	0.010622
0.434	0.0103565	0.0163233	0.010584
0.435	0.0103584	0.016323	0.0105777
0.436	0.0103575	0.0163136	0.0105665
0.437	0.0103303	0.0162843	0.0105361
0.438	0.0103191	0.0162646	0.010513
0.439	0.0103248	0.0162625	0.0105076
0.44	0.0102868	0.0162348	0.0104718
0.441	0.0102911	0.0162326	0.0104655
0.442	0.0102613	0.0162081	0.0104355
0.443	0.0102694	0.0161958	0.010426
0.444	0.0102348	0.016174	0.0103912
0.445	0.0102343	0.0161579	0.0103792
0.446	0.0102159	0.0161463	0.0103586
0.447	0.0102088	0.0161394	0.0103431
0.448	0.0101918	0.0161074	0.0103183
0.449	0.0102006	0.016122	0.0103198
0.45	0.0101752	0.0160844	0.010283
0.451	0.0101528	0.0160651	0.0102566
0.452	0.0101478	0.0160595	0.0102475
0.453	0.010145	0.0160467	0.0102293
0.454	0.0101311	0.0160273	0.0102123
0.455	0.0101052	0.0160013	0.0101781
0.456	0.0101266	0.0160152	0.0101853
0.457	0.0100966	0.0159888	0.0101556
0.458	0.0100846	0.0159732	0.0101339
0.459	0.0100686	0.0159487	0.0101133
0.46	0.0100849	0.0159583	0.0101155
0.461	0.0100643	0.0159307	0.0100866
0.462	0.0100368	0.0159055	0.0100539
0.463	0.0100295	0.0158935	0.010037
0.464	0.0100468	0.0158938	0.0100435
0.465	0.0100285	0.0158801	0.0100215
0.466	0.00998043	0.0158283	0.00997201
0.467	0.0099815	0.0158229	0.0099579
0.468	0.0099834	0.015824	0.0099528
0.469	0.00997341	0.0158119	0.00993609
0.47	0.00994682	0.0157859	0.00990179
0.471	0.00996588	0.0157901	0.0099059
0.472	0.00993756	0.0157638	0.00987633
0.473	0.00993105	0.0157564	0.0098619
0.474	0.00989077	0.0157189	0.00982138
0.475	0.00988833	0.0157085	0.00980744
0.476	0.00990369	0.0157136	0.00981039
0.477	0.00986253	0.0156833	0.00976825
0.478	0.00987157	0.0156758	0.00975762
0.479	0.009839	0.0156452	0.00972585
0.48	0.00984382	0.0156467	0.00972217
0.481	0.00982286	0.0156217	0.00969336
0.482	0.00981038	0.0156081	0.0096773
0.483	0.00981598	0.0156002	0.00967105
0.484	0.00979092	0.0155804	0.00964116
0.485	0.00977834	0.0155625	0.00961854
0.486	0.00976741	0.0155484	0.0096007
0.487	0.00975944	0.0155356	0.00958702
0.488	0.00976365	0.0155309	0.00957667
0.489	0.00974275	0.0155044	0.00954705
0.49	0.00972968	0.0154899	0.0095339
0.491	0.00971291	0.0154746	0.00950528
0.492	0.00971264	0.0154592	0.00949338
0.493	0.00969723	0.0154516	0.00947503
0.494	0.00968114	0.0154241	0.00945003
0.495	0.00968634	0.0154341	0.00944732
0.496	0.00966731	0.0154077	0.0094187
0.497	0.009635	0.0153674	0.00937872
0.498	0.00963332	0.0153671	0.00937252
0.499	0.00962144	0.0153497	0.00935402
0.5	0.00961575	0.0153372	0.00933846
0.501	0.00959988	0.0153203	0.00931433
0.502	0.00958647	0.0153003	0.00929482
0.503	0.0095639	0.0152708	0.00926008
0.504	0.00956576	0.0152754	0.00925385
0.505	0.00956145	0.0152585	0.00923711
0.506	0.00952413	0.0152328	0.00919762
0.507	0.00952573	0.0152329	0.00919476
0.508	0.00953038	0.0152189	0.00918764
0.509	0.0095392	0.0152257	0.00917789
0.51	0.00950045	0.0151863	0.00913401
0.511	0.00951101	0.0151847	0.00913573
0.512	0.00950837	0.0151736	0.00912073
0.513	0.00946302	0.0151368	0.00907853
0.514	0.00945456	0.0151369	0.00906585
0.515	0.0094675	0.0151252	0.00905716
0.516	0.00939889	0.015071	0.00899581
0.517	0.00941245	0.0150751	0.00899947
0.518	0.00943031	0.0150788	0.00899524
0.519	0.00938725	0.0150397	0.00895661
0.52	0.00939961	0.0150397	0.008949
0.521	0.00937273	0.0150106	0.00892083
0.522	0.00936722	0.0150075	0.00890616
0.523	0.00936089	0.0149973	0.00889548
0.524	0.00933749	0.0149663	0.00886147
0.525	0.00933524	0.0149493	0.00884727
0.526	0.00931149	0.0149382	0.00882308
0.527	0.00927306	0.0149047	0.00878079
0.528	0.00929935	0.0149165	0.00878619
0.529	0.00928267	0.0148878	0.00876194
0.53	0.00927553	0.014888	0.00874627
0.531	0.00926306	0.014866	0.00872622
0.532	0.00922564	0.0148354	0.00868548
0.533	0.00922034	0.0148225	0.00867562
0.534	0.00923187	0.0148092	0.00866557
0.535	0.00921285	0.0148019	0.00864676
0.536	0.00918393	0.0147748	0.00860997
0.537	0.00918672	0.0147661	0.00860422
0.538	0.00919522	0.0147545	0.00859635
0.539	0.00916842	0.014738	0.00856754
0.54	0.00915638	0.0147152	0.00854141
0.541	0.00911736	0.0146849	0.00850283
0.542	0.00910441	0.0146725	0.00848502
0.543	0.00912067	0.0146704	0.00848111
0.544	0.00910011	0.0146549	0.00846491
0.545	0.00911843	0.014664	0.00845726
0.546	0.00908342	0.01462	0.00842498
0.547	0.00906894	0.0146083	0.00839725
0.548	0.00905309	0.0145853	0.00837498
0.549	0.0090604	0.0145832	0.00837225
0.55	0.00905018	0.0145791	0.00835526
0.551	0.00904277	0.0145656	0.00834
0.552	0.0090009	0.0145199	0.00829086
0.553	0.00899596	0.014516	0.00827664
0.554	0.00898549	0.0144924	0.00825843
0.555	0.00896848	0.0144695	0.00823198
0.556	0.00897369	0.0144721	0.00822676
0.557	0.00899605	0.014481	0.00822828
0.558	0.0089587	0.0144496	0.00819201
0.559	0.00892728	0.0144177	0.00815681
0.56	0.0089135	0.0143925	0.00813478
0.561	0.00891843	0.014395	0.00812067
0.562	0.00891327	0.0143897	0.00811189
0.563	0.00891584	0.0143771	0.00809714
0.564	0.00887449	0.0143319	0.00805031
0.565	0.00884801	0.0143167	0.00802545
0.566	0.00886738	0.0143197	0.00802871
0.567	0.00888022	0.0143217	0.00802451
0.568	0.00880788	0.0142635	0.00796014
0.569	0.00879316	0.0142475	0.00793309
0.57	0.00880023	0.0142387	0.00792818
0.571	0.00880159	0.0142252	0.00791683
0.572	0.00879043	0.014214	0.00789616
0.573	0.00876507	0.014201	0.00786863
0.574	0.00876537	0.0141883	0.00785449
0.575	0.00873277	0.0141568	0.00782054
0.576	0.00876828	0.0141685	0.00783639
0.577	0.00873543	0.014144	0.00779994
0.578	0.00870394	0.0141099	0.00775859
0.579	0.00873262	0.0141257	0.00777071
0.58	0.00868216	0.0140789	0.00771661
0.581	0.0086658	0.0140616	0.00769684
0.582	0.00868838	0.0140613	0.00769794
0.583	0.00866381	0.0140453	0.00767413
0.584	0.00863914	0.0140134	0.00764073
0.585	0.00865204	0.0140142	0.00763726
0.586	0.00861827	0.0139899	0.00759859
0.587	0.0086457	0.0139839	0.00760524
0.588	0.00860296	0.0139551	0.00755788
0.589	0.00860523	0.0139502	0.00754935
0.59	0.00860322	0.0139458	0.00754096
0.591	0.00853768	0.0138958	0.00747201
0.592	0.00856182	0.0139018	0.00748811
0.593	0.00853651	0.0138662	0.00745135
0.594	0.00855737	0.0138721	0.00745046
0.595	0.00852515	0.0138527	0.00741972
0.596	0.00852278	0.0138327	0.00740281
0.597	0.00852262	0.0138249	0.00738421
0.598	0.00848975	0.0137896	0.00735157
0.599	0.00848747	0.0137835	0.00734012
0.6	0.00848697	0.0137604	0.00732224
0.601	0.00846925	0.0137584	0.00730433
0.602	0.00847151	0.0137495	0.0072868
0.603	0.00843453	0.0137193	0.00725087
0.604	0.00845241	0.0137171	0.00724742
0.605	0.00839901	0.0136797	0.00719588
0.606	0.00838533	0.0136571	0.00716936
0.607	0.00837239	0.0136322	0.0071467
0.608	0.00837205	0.0136281	0.00713752
0.609	0.00838503	0.0136356	0.00713256
0.61	0.00834666	0.0135936	0.00709483
0.611	0.00835264	0.0135882	0.00708698
0.612	0.00833951	0.0135781	0.00706271
0.613	0.00833819	0.0135551	0.00704693
0.614	0.00831881	0.0135476	0.00701977
0.615	0.00830703	0.0135258	0.00699931
0.616	0.00827694	0.0134901	0.006971
0.617	0.00830293	0.0135042	0.00696638
0.618	0.00825336	0.0134647	0.0069194
0.619	0.00824884	0.0134478	0.00690224
0.62	0.00826714	0.0134486	0.0069023
0.621	0.00824465	0.0134287	0.00687654
0.622	0.00821855	0.0133916	0.00683523
0.623	0.00819971	0.0133759	0.0068187
0.624	0.00820505	0.0133715	0.00680559
0.625	0.00815353	0.0133413	0.00676046
0.626	0.00817083	0.0133246	0.00675389
0.627	0.00815519	0.0133219	0.00672876
0.628	0.00816311	0.0133016	0.00671477
0.629	0.00815701	0.0132957	0.00670855
0.63	0.0081427	0.0132797	0.00667998
0.631	0.00813666	0.0132591	0.00666728
0.632	0.00810038	0.0132217	0.00661819
0.633	0.00811562	0.0132356	0.00662205
0.634	0.0080715	0.0131851	0.0065725
0.635	0.00808103	0.0131874	0.00656753
0.636	0.0080538	0.0131633	0.00653492
0.637	0.00804421	0.0131516	0.00651601
0.638	0.00803945	0.0131322	0.00649765
0.639	0.00805972	0.0131283	0.00649818
