L	opf	cc	jcc
0.275	0.018672	0.0231195	0.020528
0.276	0.0186452	0.0230951	0.0204864
0.277	0.018613	0.0230676	0.0204411
0.278	0.0185769	0.0230332	0.0203911
0.279	0.0185493	0.0230095	0.0203479
0.28	0.01853	0.0229957	0.0203143
0.281	0.0185004	0.0229663	0.0202735
0.282	0.0184724	0.0229424	0.0202278
0.283	0.0184418	0.0229159	0.0201852
0.284	0.0184263	0.0229039	0.0201518
0.285	0.0184132	0.0228936	0.020125
0.286	0.0183675	0.0228494	0.0200633
0.287	0.0183399	0.0228268	0.0200235
0.288	0.0183235	0.0228148	0.0199947
0.289	0.0182796	0.0227726	0.019932
0.29	0.01826	0.0227558	0.0198979
0.291	0.0182421	0.0227404	0.0198645
0.292	0.0182139	0.0227168	0.0198227
0.293	0.0181979	0.0227051	0.0197918
0.294	0.0181623	0.0226707	0.0197425
0.295	0.0181353	0.0226492	0.019699
0.296	0.0181049	0.0226207	0.019657
0.297	0.0180834	0.0226009	0.0196125
0.298	0.01806	0.022581	0.0195792
0.299	0.0180309	0.0225549	0.0195277
0.3	0.017998	0.0225262	0.0194866
0.301	0.0179832	0.0225172	0.0194536
0.302	0.0179587	0.0224939	0.0194186
0.303	0.017933	0.0224721	0.0193757
0.304	0.0179033	0.0224441	0.0193324
0.305	0.017884	0.022427	0.0192958
0.306	0.017858	0.0224048	0.0192543
0.307	0.0178379	0.0223889	0.0192226
0.308	0.0178175	0.0223733	0.0191832
0.309	0.0177786	0.0223335	0.0191293
0.31	0.0177601	0.0223202	0.0190957
0.311	0.0177412	0.0223026	0.0190625
0.312	0.0177096	0.022275	0.0190166
0.313	0.0176778	0.0222458	0.0189704
0.314	0.0176566	0.022227	0.0189345
0.315	0.0176284	0.0222049	0.0188932
0.316	0.0176063	0.0221852	0.0188536
0.317	0.0175878	0.0221694	0.0188187
0.318	0.0175574	0.0221412	0.0187739
0.319	0.0175377	0.0221258	0.0187387
0.32	0.0175076	0.0220983	0.0186926
0.321	0.0174926	0.0220889	0.018661
0.322	0.0174538	0.0220523	0.018609
0.323	0.0174375	0.0220423	0.0185803
0.324	0.0174085	0.0220157	0.0185384
0.325	0.0173878	0.0219976	0.0185002
0.326	0.0173668	0.0219832	0.0184646
0.327	0.0173211	0.0219423	0.0184044
0.328	0.017306	0.0219303	0.0183776
0.329	0.017277	0.021903	0.0183312
0.33	0.0172553	0.0218855	0.0182934
0.331	0.0172312	0.0218651	0.0182549
0.332	0.0172085	0.0218474	0.0182198
0.333	0.0171939	0.021833	0.0181855
0.334	0.0171685	0.0218158	0.0181468
0.335	0.0171357	0.0217847	0.0181003
0.336	0.0171123	0.0217681	0.0180637
0.337	0.0170823	0.0217416	0.0180181
0.338	0.0170663	0.0217314	0.0179906
0.339	0.0170526	0.021719	0.017957
0.34	0.0170196	0.021692	0.0179094
0.341	0.016993	0.0216724	0.0178697
0.342	0.0169652	0.0216454	0.0178254
0.343	0.016945	0.0216329	0.0177958
0.344	0.0169091	0.0215997	0.0177455
0.345	0.0168996	0.0215954	0.0177192
0.346	0.0168645	0.021564	0.0176688
0.347	0.0168439	0.0215495	0.0176367
