L	opf	cc	jcc
0.518	0.00938845	0.0150482	0.00644999
0.519	0.00939805	0.0150541	0.0064617
0.52	0.00939591	0.0150423	0.0064416
0.521	0.00934456	0.0149925	0.00639556
0.522	0.00937091	0.0150098	0.00642005
0.523	0.00934293	0.0149757	0.00639088
0.524	0.00934928	0.0149754	0.00638629
0.525	0.00932752	0.0149558	0.00636379
0.526	0.00929919	0.0149203	0.0063424
0.527	0.00928968	0.0149164	0.00632455
0.528	0.00926802	0.0148857	0.00630136
0.529	0.00930674	0.0149189	0.00632708
0.53	0.00927579	0.0148761	0.00629229
0.531	0.00927203	0.0148741	0.00629009
0.532	0.00923601	0.0148543	0.00624969
0.533	0.00924137	0.0148392	0.0062507
0.534	0.00924264	0.0148276	0.00624872
0.535	0.00920492	0.014797	0.00621098
0.536	0.00922363	0.014808	0.00622327
0.537	0.00918108	0.0147542	0.0061879
0.538	0.00915752	0.0147359	0.00617039
0.539	0.0091768	0.0147388	0.00617528
0.54	0.00915249	0.0147252	0.00614934
0.541	0.00912929	0.0146985	0.00612331
0.542	0.00911756	0.0146769	0.00610077
0.543	0.00911351	0.014672	0.00609861
0.544	0.00909689	0.0146451	0.00608872
0.545	0.00909537	0.0146368	0.00607254
0.546	0.00909419	0.01464	0.00606606
0.547	0.00907962	0.0146096	0.00605862
0.548	0.00906429	0.0145886	0.00603719
0.549	0.00906761	0.0145897	0.00604185
0.55	0.00905088	0.0145757	0.00601624
0.551	0.00902098	0.0145385	0.00597973
0.552	0.00901519	0.0145374	0.00597819
0.553	0.00904615	0.0145449	0.00599494
0.554	0.00899874	0.014505	0.00596009
0.555	0.00898063	0.0144923	0.00594068
0.556	0.00898291	0.0144818	0.00593092
0.557	0.0089552	0.0144392	0.00591128
0.558	0.00896501	0.0144522	0.00590951
0.559	0.00895444	0.0144316	0.0059015
0.56	0.00892584	0.0144059	0.00586924
0.561	0.0089011	0.0143824	0.00584967
0.562	0.00890331	0.0143737	0.00585187
0.563	0.00891406	0.0143642	0.00585559
0.564	0.00886355	0.014336	0.00579986
0.565	0.00886204	0.0143154	0.00579888
0.566	0.00885329	0.0143092	0.00578505
0.567	0.00885978	0.0143045	0.00579582
0.568	0.00883652	0.0142775	0.0057719
0.569	0.00882186	0.0142643	0.00575053
0.57	0.00882426	0.0142576	0.00574799
0.571	0.00880938	0.0142339	0.00573121
0.572	0.00879185	0.0142187	0.00571778
0.573	0.00875639	0.0141827	0.00569101
0.574	0.00877783	0.0141871	0.00569165
0.575	0.00876219	0.0141755	0.00568248
0.576	0.00876958	0.0141731	0.00569768
0.577	0.00873183	0.0141351	0.00565236
0.578	0.00871649	0.0141178	0.00563405
0.579	0.00868636	0.0140882	0.00560789
0.58	0.00869257	0.0140904	0.00560066
0.581	0.00867896	0.0140742	0.00558243
0.582	0.00871078	0.0140848	0.00561785
0.583	0.00867552	0.0140582	0.00557758
0.584	0.00867892	0.0140535	0.00557967
0.585	0.00863543	0.0140054	0.00555073
0.586	0.00862391	0.0139959	0.00553293
