L	opf	cc	jcc
0.8728	0.00643097	0.0103032	0.00780807
0.8736	0.00641358	0.0102667	0.00776054
0.8744	0.00643905	0.0102339	0.00771861
0.8752	0.00642457	0.0102015	0.00767436
0.876	0.00641476	0.010152	0.00761633
0.8768	0.00639694	0.010101	0.00755704
0.8776	0.00638247	0.0100701	0.00751158
0.8784	0.00635279	0.0100047	0.00743924
0.8792	0.00633478	0.00997102	0.00739253
0.88	0.00632292	0.00992011	0.00733061
0.8808	0.00628727	0.00985889	0.0072619
0.8816	0.00630675	0.00983079	0.0072226
0.8824	0.00628762	0.00978705	0.00716682
0.8832	0.00626678	0.00973346	0.00710311
0.884	0.00626255	0.00969459	0.00705408
0.8848	0.00625589	0.00963371	0.00698739
0.8856	0.00623215	0.00959009	0.00693021
0.8864	0.00620709	0.00952695	0.00685773
0.8872	0.00620283	0.00948797	0.00680814
0.888	0.00620534	0.00945605	0.00676279
0.8888	0.00615694	0.00936854	0.00666933
0.8896	0.00615197	0.0093331	0.00662141
0.8904	0.00614054	0.00928552	0.0065631
0.8912	0.00609912	0.00921424	0.00648198
0.892	0.00610011	0.00918154	0.00643717
0.8928	0.00609634	0.00912056	0.00636773
0.8936	0.00606976	0.00907214	0.0063068
0.8944	0.00607986	0.00902508	0.00625123
0.8952	0.00604781	0.00896107	0.00617677
0.896	0.00602751	0.00890525	0.00611088
0.8968	0.00605428	0.00887053	0.0060641
0.8976	0.0059862	0.00879698	0.00597653
0.8984	0.00599802	0.00876049	0.00593047
0.8992	0.00596828	0.00869856	0.00585756
0.9	0.00598158	0.00864814	0.0057993
0.9008	0.00597442	0.00859752	0.00573634
0.9016	0.00597177	0.00855281	0.00568096
0.9024	0.00594281	0.00847906	0.00559927
0.9032	0.00590779	0.00839665	0.00551053
0.904	0.0059101	0.00835649	0.00545665
0.9048	0.00590231	0.00830605	0.00539414
0.9056	0.00586535	0.00823167	0.00531178
0.9064	0.00584834	0.00817504	0.00524411
0.9072	0.00586987	0.00811458	0.00517717
0.908	0.00583356	0.00806534	0.0051133
0.9088	0.00582408	0.00799109	0.00503516
0.9096	0.00580218	0.00792238	0.0049559
0.9104	0.00579193	0.00786497	0.00488994
0.9112	0.0057882	0.00779592	0.00481567
0.912	0.00579734	0.00775938	0.00476615
0.9128	0.00579921	0.0076952	0.00469164
0.9136	0.00576629	0.00761292	0.00460334
0.9144	0.00575802	0.00755524	0.00453401
0.9152	0.00570416	0.00747438	0.00444681
0.916	0.0056836	0.00738688	0.00435776
0.9168	0.00572954	0.00733833	0.00430254
0.9176	0.00569363	0.00726809	0.00422476
0.9184	0.00565927	0.00720162	0.00414762
0.9192	0.00566512	0.00711801	0.00406166
0.92	0.00563706	0.00704801	0.0039865
0.9208	0.00565027	0.00696601	0.00390638
0.9216	0.00561786	0.00690123	0.00383184
0.9224	0.00561083	0.00684913	0.00376869
0.9232	0.00560974	0.00677772	0.00369587
0.924	0.00561411	0.00669694	0.00361533
0.9248	0.00559891	0.00661039	0.00352845
0.9256	0.00561232	0.00653493	0.0034562
0.9264	0.00561372	0.00646886	0.00338855
0.9272	0.00559871	0.00639046	0.00330531
0.928	0.00560708	0.00632078	0.00323756
0.9288	0.00558694	0.00623634	0.0031558
0.9296	0.00555492	0.00614952	0.00306603
0.9304	0.00556022	0.00607121	0.00299686
0.9312	0.00557563	0.00601538	0.00293366
0.932	0.00558434	0.00591827	0.00284834
0.9328	0.00554947	0.00583954	0.00277439
0.9336	0.00561374	0.00576082	0.00270642
0.9344	0.00556088	0.0056907	0.00263548
0.9352	0.00557093	0.00559356	0.00254899
0.936	0.00555244	0.00549923	0.00246784
0.9368	0.00563447	0.00543572	0.00241365
0.9376	0.00559147	0.00535784	0.00234353
0.9384	0.0055342	0.00524247	0.00224978
0.9392	0.00559628	0.00515821	0.00217919
0.94	0.00563582	0.00507014	0.00211592
0.9408	0.00560254	0.00499053	0.00204497
0.9416	0.00561092	0.00489113	0.00196872
0.9424	0.00560585	0.00479053	0.00189104
0.9432	0.0056223	0.00469737	0.00182883
0.944	0.00563508	0.00461207	0.00176437
0.9448	0.00568779	0.00454116	0.00171058
0.9456	0.00566479	0.00443688	0.00163784
0.9464	0.00571785	0.00436421	0.00158892
0.9472	0.00568255	0.00425578	0.00151526
0.948	0.00568579	0.00417503	0.00146057
