prob	ls
0.4892	296.64
0.4888	296.84
0.4884	296.97
0.488	297.24
0.4876	297.58
0.4872	297.7
0.4868	297.82
0.4864	297.94
0.486	298.05
0.4856	298.15
0.4852	298.25
0.4848	298.54
0.4844	298.6
0.484	298.64
0.4836	298.85
0.4832	298.92
0.4828	299.0
0.4824	299.19
0.482	299.37
0.4816	299.49
0.4812	299.68
0.4808	299.93
0.4804	300.09
0.48	300.15
0.4796	300.33
0.4792	300.56
0.4788	300.57
0.4784	300.85
0.478	300.95
0.4776	301.15
0.4772	301.29
0.4768	301.49
0.4764	301.95
0.476	301.99
0.4756	302.09
0.4752	302.14
0.4748	302.2
0.4744	302.27
0.474	302.57
0.4736	302.88
0.4732	302.98
0.4728	303.06
0.4724	303.13
0.472	303.14
0.4716	303.14
0.4712	303.14
0.4708	303.14
0.4704	303.14
0.47	303.26
0.4696	303.48
0.4692	303.61
0.4688	303.81
0.4684	303.92
0.468	304.14
0.4676	304.15
0.4672	304.24
0.4668	304.32
0.4664	304.47
0.466	304.48
0.4656	304.54
0.4652	304.85
0.4648	305.08
0.4644	305.14
0.464	305.14
0.4636	305.14
0.4632	305.16
0.4628	305.49
0.4624	305.77
0.462	305.85
0.4616	305.85
0.4612	306.13
0.4608	306.21
0.4604	306.21
0.46	306.24
0.4596	306.49
0.4592	306.61
0.4588	306.76
0.4584	306.85
0.458	306.95
0.4576	307.14
0.4572	307.36
0.4568	307.51
0.4564	307.56
0.456	307.6
0.4556	307.83
0.4552	307.92
0.4548	308.01
0.4544	308.13
0.454	308.21
0.4536	308.24
0.4532	308.27
0.4528	308.36
0.4524	308.48
0.452	308.62
0.4516	308.63
0.4512	308.72
0.4508	308.83
0.4504	309.0
0.45	309.11
0.4496	309.24
0.4492	309.57
0.4488	309.8
0.4484	309.94
0.448	310.21
0.4476	310.32
0.4472	310.67
0.4468	310.92
0.4464	311.0
0.446	311.0
0.4456	311.0
0.4452	311.0
0.4448	311.2
0.4444	311.43
0.444	311.43
0.4436	311.65
0.4432	311.81
0.4428	312.14
0.4424	312.19
0.442	312.59
0.4416	312.71
0.4412	312.72
0.4408	312.92
0.4404	312.97
0.44	313.35
0.4396	313.51
0.4392	313.6
0.4388	313.95
0.4384	314.0
0.438	314.11
0.4376	314.24
0.4372	314.24
0.4368	314.61
0.4364	314.71
0.436	314.81
0.4356	314.98
0.4352	315.11
0.4348	315.11
0.4344	315.24
0.434	315.48
0.4336	315.73
0.4332	315.95
0.4328	316.11
0.4324	316.16
0.432	316.24
0.4316	316.24
0.4312	316.3
0.4308	316.47
0.4304	316.55
0.43	316.92
0.4296	316.98
0.4292	317.14
0.4288	317.21
0.4284	317.28
0.428	317.66
0.4276	317.73
0.4272	318.03
0.4268	318.21
0.4264	318.21
0.426	318.21
0.4256	318.29
0.4252	318.62
0.4248	318.62
0.4244	318.71
0.424	318.95
0.4236	319.14
0.4232	319.23
0.4228	319.5
0.4224	319.7
0.422	319.84
0.4216	319.85
0.4212	319.98
0.4208	320.0
0.4204	320.19
0.42	320.28
0.4196	320.43
0.4192	320.64
0.4188	320.89
0.4184	320.92
0.418	321.14
0.4176	321.31
0.4172	321.44
0.4168	321.56
0.4164	321.75
0.416	322.0
0.4156	322.21
0.4152	322.56
0.4148	322.71
0.4144	322.76
0.414	322.87
0.4136	322.98
0.4132	323.14
0.4128	323.14
0.4124	323.14
0.412	323.22
0.4116	323.28
0.4112	323.4
0.4108	323.62
0.4104	323.8
0.41	324.02
